Page Count, Touch Count, Fault Count, Extra Faults
2048, 424, 424, 0
2048, 425, 425, 0
2048, 426, 426, 0
2048, 427, 427, 0
2048, 428, 428, 0
2048, 429, 429, 0
2048, 430, 430, 0
2048, 431, 431, 0
2048, 432, 432, 0
2048, 433, 433, 0
2048, 434, 434, 0
2048, 435, 435, 0
2048, 436, 436, 0
2048, 437, 437, 0
2048, 438, 438, 0
2048, 439, 439, 0
2048, 440, 440, 0
2048, 441, 441, 0
2048, 442, 442, 0
2048, 443, 443, 0
2048, 444, 444, 0
2048, 445, 445, 0
2048, 446, 446, 0
2048, 447, 447, 0
2048, 448, 448, 0
2048, 449, 449, 0
2048, 450, 450, 0
2048, 451, 451, 0
2048, 452, 452, 0
2048, 453, 453, 0
2048, 454, 454, 0
2048, 455, 455, 0
2048, 456, 456, 0
2048, 457, 457, 0
2048, 458, 458, 0
2048, 459, 459, 0
2048, 460, 460, 0
2048, 461, 461, 0
2048, 462, 462, 0
2048, 463, 463, 0
2048, 464, 464, 0
2048, 465, 465, 0
2048, 466, 466, 0
2048, 467, 467, 0
2048, 468, 468, 0
2048, 469, 469, 0
2048, 470, 470, 0
2048, 471, 471, 0
2048, 472, 472, 0
2048, 473, 473, 0
2048, 474, 474, 0
2048, 475, 475, 0
2048, 476, 476, 0
2048, 477, 477, 0
2048, 478, 478, 0
2048, 479, 479, 0
2048, 480, 480, 0
2048, 481, 481, 0
2048, 482, 482, 0
2048, 483, 483, 0
2048, 484, 484, 0
2048, 485, 485, 0
2048, 486, 486, 0
2048, 487, 487, 0
2048, 488, 488, 0
2048, 489, 489, 0
2048, 490, 490, 0
2048, 491, 491, 0
2048, 492, 492, 0
2048, 493, 493, 0
2048, 494, 494, 0
2048, 495, 495, 0
2048, 496, 496, 0
2048, 497, 497, 0
2048, 498, 498, 0
2048, 499, 499, 0
2048, 500, 500, 0
2048, 501, 501, 0
2048, 502, 502, 0
2048, 503, 503, 0
2048, 504, 504, 0
2048, 505, 505, 0
2048, 506, 506, 0
2048, 507, 507, 0
2048, 508, 508, 0
2048, 509, 509, 0
2048, 510, 510, 0
2048, 511, 511, 0
2048, 512, 512, 0
2048, 513, 513, 0
2048, 514, 514, 0
2048, 515, 515, 0
2048, 516, 516, 0
2048, 517, 517, 0
2048, 518, 518, 0
2048, 519, 519, 0
2048, 520, 520, 0
2048, 521, 521, 0
2048, 522, 522, 0
2048, 523, 523, 0
2048, 524, 524, 0
2048, 525, 525, 0
2048, 526, 526, 0
2048, 527, 527, 0
2048, 528, 528, 0
2048, 529, 529, 0
2048, 530, 530, 0
2048, 531, 531, 0
2048, 532, 532, 0
2048, 533, 533, 0
2048, 534, 534, 0
2048, 535, 535, 0
2048, 536, 536, 0
2048, 537, 537, 0
2048, 538, 538, 0
2048, 539, 539, 0
2048, 540, 540, 0
2048, 541, 541, 0
2048, 542, 542, 0
2048, 543, 543, 0
2048, 544, 544, 0
2048, 545, 545, 0
2048, 546, 546, 0
2048, 547, 547, 0
2048, 548, 548, 0
2048, 549, 549, 0
2048, 550, 550, 0
2048, 551, 551, 0
2048, 552, 552, 0
2048, 553, 553, 0
2048, 554, 554, 0
2048, 555, 555, 0
2048, 556, 556, 0
2048, 557, 557, 0
2048, 558, 558, 0
2048, 559, 559, 0
2048, 560, 560, 0
2048, 561, 561, 0
2048, 562, 562, 0
2048, 563, 563, 0
2048, 564, 564, 0
2048, 565, 565, 0
2048, 566, 566, 0
2048, 567, 567, 0
2048, 568, 568, 0
2048, 569, 569, 0
2048, 570, 570, 0
2048, 571, 571, 0
2048, 572, 572, 0
2048, 573, 573, 0
2048, 574, 574, 0
2048, 575, 575, 0
2048, 576, 576, 0
2048, 577, 577, 0
2048, 578, 578, 0
2048, 579, 579, 0
2048, 580, 580, 0
2048, 581, 581, 0
2048, 582, 582, 0
2048, 583, 583, 0
2048, 584, 584, 0
2048, 585, 585, 0
2048, 586, 586, 0
2048, 587, 587, 0
2048, 588, 588, 0
2048, 589, 589, 0
2048, 590, 590, 0
2048, 591, 591, 0
2048, 592, 592, 0
2048, 593, 593, 0
2048, 594, 594, 0
2048, 595, 595, 0
2048, 596, 596, 0
2048, 597, 597, 0
2048, 598, 598, 0
2048, 599, 599, 0
2048, 600, 600, 0
2048, 601, 601, 0
2048, 602, 602, 0
2048, 603, 603, 0
2048, 604, 604, 0
2048, 605, 605, 0
2048, 606, 606, 0
2048, 607, 607, 0
2048, 608, 608, 0
2048, 609, 609, 0
2048, 610, 610, 0
2048, 611, 611, 0
2048, 612, 612, 0
2048, 613, 613, 0
2048, 614, 614, 0
2048, 615, 615, 0
2048, 616, 616, 0
2048, 617, 617, 0
2048, 618, 618, 0
2048, 619, 619, 0
2048, 620, 620, 0
2048, 621, 621, 0
2048, 622, 622, 0
2048, 623, 623, 0
2048, 624, 624, 0
2048, 625, 625, 0
2048, 626, 626, 0
2048, 627, 627, 0
2048, 628, 628, 0
2048, 629, 629, 0
2048, 630, 630, 0
2048, 631, 631, 0
2048, 632, 632, 0
2048, 633, 633, 0
2048, 634, 634, 0
2048, 635, 635, 0
2048, 636, 636, 0
2048, 637, 637, 0
2048, 638, 638, 0
2048, 639, 639, 0
2048, 640, 640, 0
2048, 641, 641, 0
2048, 642, 642, 0
2048, 643, 643, 0
2048, 644, 644, 0
2048, 645, 645, 0
2048, 646, 646, 0
2048, 647, 647, 0
2048, 648, 648, 0
2048, 649, 649, 0
2048, 650, 650, 0
2048, 651, 651, 0
2048, 652, 652, 0
2048, 653, 653, 0
2048, 654, 654, 0
2048, 655, 655, 0
2048, 656, 656, 0
2048, 657, 657, 0
2048, 658, 658, 0
2048, 659, 659, 0
2048, 660, 660, 0
2048, 661, 661, 0
2048, 662, 662, 0
2048, 663, 663, 0
2048, 664, 664, 0
2048, 665, 665, 0
2048, 666, 666, 0
2048, 667, 667, 0
2048, 668, 668, 0
2048, 669, 669, 0
2048, 670, 670, 0
2048, 671, 671, 0
2048, 672, 672, 0
2048, 673, 673, 0
2048, 674, 674, 0
2048, 675, 675, 0
2048, 676, 676, 0
2048, 677, 677, 0
2048, 678, 678, 0
2048, 679, 679, 0
2048, 680, 680, 0
2048, 681, 681, 0
2048, 682, 682, 0
2048, 683, 683, 0
2048, 684, 684, 0
2048, 685, 685, 0
2048, 686, 686, 0
2048, 687, 687, 0
2048, 688, 688, 0
2048, 689, 689, 0
2048, 690, 690, 0
2048, 691, 691, 0
2048, 692, 692, 0
2048, 693, 693, 0
2048, 694, 694, 0
2048, 695, 695, 0
2048, 696, 696, 0
2048, 697, 697, 0
2048, 698, 698, 0
2048, 699, 699, 0
2048, 700, 700, 0
2048, 701, 701, 0
2048, 702, 702, 0
2048, 703, 703, 0
2048, 704, 704, 0
2048, 705, 705, 0
2048, 706, 706, 0
2048, 707, 707, 0
2048, 708, 708, 0
2048, 709, 709, 0
2048, 710, 710, 0
2048, 711, 711, 0
2048, 712, 712, 0
2048, 713, 713, 0
2048, 714, 714, 0
2048, 715, 715, 0
2048, 716, 716, 0
2048, 717, 717, 0
2048, 718, 718, 0
2048, 719, 719, 0
2048, 720, 720, 0
2048, 721, 721, 0
2048, 722, 722, 0
2048, 723, 723, 0
2048, 724, 724, 0
2048, 725, 725, 0
2048, 726, 726, 0
2048, 727, 727, 0
2048, 728, 728, 0
2048, 729, 729, 0
2048, 730, 730, 0
2048, 731, 731, 0
2048, 732, 732, 0
2048, 733, 733, 0
2048, 734, 734, 0
2048, 735, 735, 0
2048, 736, 736, 0
2048, 737, 737, 0
2048, 738, 738, 0
2048, 739, 739, 0
2048, 740, 740, 0
2048, 741, 741, 0
2048, 742, 742, 0
2048, 743, 743, 0
2048, 744, 744, 0
2048, 745, 745, 0
2048, 746, 746, 0
2048, 747, 747, 0
2048, 748, 748, 0
2048, 749, 749, 0
2048, 750, 750, 0
2048, 751, 751, 0
2048, 752, 752, 0
2048, 753, 753, 0
2048, 754, 754, 0
2048, 755, 755, 0
2048, 756, 756, 0
2048, 757, 757, 0
2048, 758, 758, 0
2048, 759, 759, 0
2048, 760, 760, 0
2048, 761, 761, 0
2048, 762, 762, 0
2048, 763, 763, 0
2048, 764, 764, 0
2048, 765, 765, 0
2048, 766, 766, 0
2048, 767, 767, 0
2048, 768, 768, 0
2048, 769, 769, 0
2048, 770, 770, 0
2048, 771, 771, 0
2048, 772, 772, 0
2048, 773, 773, 0
2048, 774, 774, 0
2048, 775, 775, 0
2048, 776, 776, 0
2048, 777, 777, 0
2048, 778, 778, 0
2048, 779, 779, 0
2048, 780, 780, 0
2048, 781, 781, 0
2048, 782, 782, 0
2048, 783, 783, 0
2048, 784, 784, 0
2048, 785, 785, 0
2048, 786, 786, 0
2048, 787, 787, 0
2048, 788, 788, 0
2048, 789, 789, 0
2048, 790, 790, 0
2048, 791, 791, 0
2048, 792, 792, 0
2048, 793, 793, 0
2048, 794, 794, 0
2048, 795, 795, 0
2048, 796, 796, 0
2048, 797, 797, 0
2048, 798, 798, 0
2048, 799, 799, 0
2048, 800, 800, 0
2048, 801, 801, 0
2048, 802, 802, 0
2048, 803, 803, 0
2048, 804, 804, 0
2048, 805, 805, 0
2048, 806, 806, 0
2048, 807, 807, 0
2048, 808, 808, 0
2048, 809, 809, 0
2048, 810, 810, 0
2048, 811, 811, 0
2048, 812, 812, 0
2048, 813, 813, 0
2048, 814, 814, 0
2048, 815, 815, 0
2048, 816, 816, 0
2048, 817, 817, 0
2048, 818, 818, 0
2048, 819, 819, 0
2048, 820, 820, 0
2048, 821, 821, 0
2048, 822, 822, 0
2048, 823, 823, 0
2048, 824, 824, 0
2048, 825, 825, 0
2048, 826, 826, 0
2048, 827, 827, 0
2048, 828, 828, 0
2048, 829, 829, 0
2048, 830, 830, 0
2048, 831, 831, 0
2048, 832, 832, 0
2048, 833, 833, 0
2048, 834, 834, 0
2048, 835, 835, 0
2048, 836, 836, 0
2048, 837, 837, 0
2048, 838, 838, 0
2048, 839, 839, 0
2048, 840, 840, 0
2048, 841, 841, 0
2048, 842, 842, 0
2048, 843, 843, 0
2048, 844, 844, 0
2048, 845, 845, 0
2048, 846, 846, 0
2048, 847, 847, 0
2048, 848, 848, 0
2048, 849, 849, 0
2048, 850, 850, 0
2048, 851, 851, 0
2048, 852, 852, 0
2048, 853, 853, 0
2048, 854, 854, 0
2048, 855, 855, 0
2048, 856, 856, 0
2048, 857, 857, 0
2048, 858, 858, 0
2048, 859, 859, 0
2048, 860, 860, 0
2048, 861, 861, 0
2048, 862, 862, 0
2048, 863, 863, 0
2048, 864, 864, 0
2048, 865, 865, 0
2048, 866, 866, 0
2048, 867, 867, 0
2048, 868, 868, 0
2048, 869, 869, 0
2048, 870, 870, 0
2048, 871, 871, 0
2048, 872, 872, 0
2048, 873, 873, 0
2048, 874, 874, 0
2048, 875, 875, 0
2048, 876, 876, 0
2048, 877, 877, 0
2048, 878, 878, 0
2048, 879, 879, 0
2048, 880, 880, 0
2048, 881, 881, 0
2048, 882, 882, 0
2048, 883, 883, 0
2048, 884, 884, 0
2048, 885, 885, 0
2048, 886, 886, 0
2048, 887, 887, 0
2048, 888, 888, 0
2048, 889, 889, 0
2048, 890, 890, 0
2048, 891, 891, 0
2048, 892, 892, 0
2048, 893, 893, 0
2048, 894, 894, 0
2048, 895, 895, 0
2048, 896, 896, 0
2048, 897, 897, 0
2048, 898, 898, 0
2048, 899, 899, 0
2048, 900, 900, 0
2048, 901, 901, 0
2048, 902, 902, 0
2048, 903, 903, 0
2048, 904, 904, 0
2048, 905, 905, 0
2048, 906, 906, 0
2048, 907, 907, 0
2048, 908, 908, 0
2048, 909, 909, 0
2048, 910, 910, 0
2048, 911, 911, 0
2048, 912, 912, 0
2048, 913, 913, 0
2048, 914, 914, 0
2048, 915, 915, 0
2048, 916, 916, 0
2048, 917, 917, 0
2048, 918, 918, 0
2048, 919, 919, 0
2048, 920, 920, 0
2048, 921, 921, 0
2048, 922, 922, 0
2048, 923, 923, 0
2048, 924, 924, 0
2048, 925, 925, 0
2048, 926, 926, 0
2048, 927, 927, 0
2048, 928, 928, 0
2048, 929, 929, 0
2048, 930, 930, 0
2048, 931, 931, 0
2048, 932, 932, 0
2048, 933, 933, 0
2048, 934, 934, 0
2048, 935, 935, 0
2048, 936, 936, 0
2048, 937, 937, 0
2048, 938, 938, 0
2048, 939, 939, 0
2048, 940, 940, 0
2048, 941, 941, 0
2048, 942, 942, 0
2048, 943, 943, 0
2048, 944, 944, 0
2048, 945, 945, 0
2048, 946, 946, 0
2048, 947, 947, 0
2048, 948, 948, 0
2048, 949, 949, 0
2048, 950, 950, 0
2048, 951, 951, 0
2048, 952, 952, 0
2048, 953, 953, 0
2048, 954, 954, 0
2048, 955, 955, 0
2048, 956, 956, 0
2048, 957, 957, 0
2048, 958, 958, 0
2048, 959, 959, 0
2048, 960, 960, 0
2048, 961, 961, 0
2048, 962, 962, 0
2048, 963, 963, 0
2048, 964, 964, 0
2048, 965, 965, 0
2048, 966, 966, 0
2048, 967, 967, 0
2048, 968, 968, 0
2048, 969, 969, 0
2048, 970, 970, 0
2048, 971, 971, 0
2048, 972, 972, 0
2048, 973, 973, 0
2048, 974, 974, 0
2048, 975, 975, 0
2048, 976, 976, 0
2048, 977, 977, 0
2048, 978, 978, 0
2048, 979, 979, 0
2048, 980, 980, 0
2048, 981, 981, 0
2048, 982, 982, 0
2048, 983, 983, 0
2048, 984, 984, 0
2048, 985, 985, 0
2048, 986, 986, 0
2048, 987, 987, 0
2048, 988, 988, 0
2048, 989, 989, 0
2048, 990, 990, 0
2048, 991, 991, 0
2048, 992, 992, 0
2048, 993, 993, 0
2048, 994, 994, 0
2048, 995, 995, 0
2048, 996, 996, 0
2048, 997, 997, 0
2048, 998, 998, 0
2048, 999, 999, 0
2048, 1000, 1000, 0
2048, 1001, 1001, 0
2048, 1002, 1002, 0
2048, 1003, 1003, 0
2048, 1004, 1004, 0
2048, 1005, 1005, 0
2048, 1006, 1006, 0
2048, 1007, 1007, 0
2048, 1008, 1008, 0
2048, 1009, 1009, 0
2048, 1010, 1010, 0
2048, 1011, 1011, 0
2048, 1012, 1012, 0
2048, 1013, 1013, 0
2048, 1014, 1014, 0
2048, 1015, 1015, 0
2048, 1016, 1016, 0
2048, 1017, 1017, 0
2048, 1018, 1018, 0
2048, 1019, 1019, 0
2048, 1020, 1020, 0
2048, 1021, 1021, 0
2048, 1022, 1022, 0
2048, 1023, 1023, 0
2048, 1024, 1024, 0
2048, 1025, 1025, 0
2048, 1026, 1026, 0
2048, 1027, 1027, 0
2048, 1028, 1028, 0
2048, 1029, 1029, 0
2048, 1030, 1030, 0
2048, 1031, 1031, 0
2048, 1032, 1032, 0
2048, 1033, 1033, 0
2048, 1034, 1034, 0
2048, 1035, 1035, 0
2048, 1036, 1036, 0
2048, 1037, 1037, 0
2048, 1038, 1038, 0
2048, 1039, 1039, 0
2048, 1040, 1040, 0
2048, 1041, 1041, 0
2048, 1042, 1042, 0
2048, 1043, 1043, 0
2048, 1044, 1044, 0
2048, 1045, 1045, 0
2048, 1046, 1046, 0
2048, 1047, 1047, 0
2048, 1048, 1048, 0
2048, 1049, 1049, 0
2048, 1050, 1050, 0
2048, 1051, 1051, 0
2048, 1052, 1052, 0
2048, 1053, 1053, 0
2048, 1054, 1054, 0
2048, 1055, 1055, 0
2048, 1056, 1056, 0
2048, 1057, 1057, 0
2048, 1058, 1058, 0
2048, 1059, 1059, 0
2048, 1060, 1060, 0
2048, 1061, 1061, 0
2048, 1062, 1062, 0
2048, 1063, 1063, 0
2048, 1064, 1064, 0
2048, 1065, 1065, 0
2048, 1066, 1066, 0
2048, 1067, 1067, 0
2048, 1068, 1068, 0
2048, 1069, 1069, 0
2048, 1070, 1070, 0
2048, 1071, 1071, 0
2048, 1072, 1072, 0
2048, 1073, 1073, 0
2048, 1074, 1074, 0
2048, 1075, 1075, 0
2048, 1076, 1076, 0
2048, 1077, 1077, 0
2048, 1078, 1078, 0
2048, 1079, 1079, 0
2048, 1080, 1080, 0
2048, 1081, 1081, 0
2048, 1082, 1082, 0
2048, 1083, 1083, 0
2048, 1084, 1084, 0
2048, 1085, 1085, 0
2048, 1086, 1086, 0
2048, 1087, 1087, 0
2048, 1088, 1088, 0
2048, 1089, 1089, 0
2048, 1090, 1090, 0
2048, 1091, 1091, 0
2048, 1092, 1092, 0
2048, 1093, 1093, 0
2048, 1094, 1094, 0
2048, 1095, 1095, 0
2048, 1096, 1096, 0
2048, 1097, 1097, 0
2048, 1098, 1098, 0
2048, 1099, 1099, 0
2048, 1100, 1100, 0
2048, 1101, 1101, 0
2048, 1102, 1102, 0
2048, 1103, 1103, 0
2048, 1104, 1104, 0
2048, 1105, 1105, 0
2048, 1106, 1106, 0
2048, 1107, 1107, 0
2048, 1108, 1108, 0
2048, 1109, 1109, 0
2048, 1110, 1110, 0
2048, 1111, 1111, 0
2048, 1112, 1112, 0
2048, 1113, 1113, 0
2048, 1114, 1114, 0
2048, 1115, 1115, 0
2048, 1116, 1116, 0
2048, 1117, 1117, 0
2048, 1118, 1118, 0
2048, 1119, 1119, 0
2048, 1120, 1120, 0
2048, 1121, 1121, 0
2048, 1122, 1122, 0
2048, 1123, 1123, 0
2048, 1124, 1124, 0
2048, 1125, 1125, 0
2048, 1126, 1126, 0
2048, 1127, 1127, 0
2048, 1128, 1128, 0
2048, 1129, 1129, 0
2048, 1130, 1130, 0
2048, 1131, 1131, 0
2048, 1132, 1132, 0
2048, 1133, 1133, 0
2048, 1134, 1134, 0
2048, 1135, 1135, 0
